"geoid10",name_val,count,census_tract_id,county_id
"53033000100",1,1403,1,33
"53033000200",2,2233,2,33
"53033000300",3,1090,3,33
"53033000401",4,880,4,33
"53033000402",4,1349,5,33
"53033000500",5,1440,6,33
"53033000600",6,2371,7,33
"53033000700",7,1271,8,33
"53033000800",8,1064,9,33
"53033000900",9,904,10,33
"53033001000",10,675,11,33
"53033001100",11,931,12,33
"53033001200",12,1054,13,33
"53033001300",13,1280,14,33
"53033001400",14,1713,15,33
"53033001500",15,1097,16,33
"53033001600",16,1710,17,33
"53033001701",17,989,18,33
"53033001702",17,1511,19,33
"53033001800",18,1626,20,33
"53033001900",19,1347,21,33
"53033002000",20,1234,22,33
"53033002100",21,1368,23,33
"53033002200",22,2163,24,33
"53033002400",24,1105,25,33
"53033002500",25,1159,26,33
"53033002600",26,1794,27,33
"53033002700",27,2074,28,33
"53033002800",28,1724,29,33
"53033002900",29,1676,30,33
"53033003000",30,2337,31,33
"53033003100",31,2542,32,33
"53033003200",32,2471,33,33
"53033003300",33,2114,34,33
"53033003400",34,1265,35,33
"53033003500",35,1300,36,33
"53033003600",36,1539,37,33
"53033003800",38,782,38,33
"53033003900",39,1077,39,33
"53033004000",40,660,40,33
"53033004100",41,2477,41,33
"53033004200",42,2772,42,33
"53033004301",43,1015,43,33
"53033004302",43,264,44,33
"53033004400",44,1293,45,33
"53033004500",45,940,46,33
"53033004600",46,1230,47,33
"53033004700",47,1837,48,33
"53033004800",48,1829,49,33
"53033004900",49,1579,50,33
"53033005000",50,973,51,33
"53033005100",51,1304,52,33
"53033005200",52,1063,53,33
"53033005301",53,438,54,33
"53033005302",53,40,55,33
"53033005400",54,1430,56,33
"53033005600",56,2977,57,33
"53033005700",57,2328,58,33
"53033005801",58,1335,59,33
"53033005802",58,1371,60,33
"53033005900",59,1955,61,33
"53033006000",60,1524,62,33
"53033006100",61,1155,63,33
"53033006200",62,1545,64,33
"53033006300",63,1615,65,33
"53033006400",64,1141,66,33
"53033006500",65,984,67,33
"53033006600",66,637,68,33
"53033006700",67,1206,69,33
"53033006800",68,970,70,33
"53033006900",69,1277,71,33
"53033007000",70,725,72,33
"53033007100",71,264,73,33
"53033007200",72,377,74,33
"53033007300",73,343,75,33
"53033007401",74,212,76,33
"53033007402",74,229,77,33
"53033007500",75,916,78,33
"53033007600",76,763,79,33
"53033007700",77,1791,80,33
"53033007800",78,2230,81,33
"53033007900",79,938,82,33
"53033008001",80,165,83,33
"53033008002",80,123,84,33
"53033008100",81,294,85,33
"53033008200",82,106,86,33
"53033008300",83,78,87,33
"53033008400",84,217,88,33
"53033008500",85,148,89,33
"53033008600",86,629,90,33
"53033008700",87,1142,91,33
"53033008800",88,1303,92,33
"53033008900",89,1767,93,33
"53033009000",90,711,94,33
"53033009100",91,197,95,33
"53033009200",92,169,96,33
"53033009300",93,1502,97,33
"53033009400",94,1709,98,33
"53033009500",95,2274,99,33
"53033009600",96,1860,100,33
"53033009701",97,1929,101,33
"53033009702",97,2238,102,33
"53033009800",98,2423,103,33
"53033009900",99,2209,104,33
"53033010001",100,1185,105,33
"53033010002",100,1319,106,33
"53033010100",101,2479,107,33
"53033010200",102,2013,108,33
"53033010300",103,1904,109,33
"53033010401",104,1639,110,33
"53033010402",104,1742,111,33
"53033010500",105,1935,112,33
"53033010600",106,2914,113,33
"53033010701",107,1351,114,33
"53033010702",107,1098,115,33
"53033010800",108,1964,116,33
"53033010900",109,946,117,33
"53033011001",110,919,118,33
"53033011002",110,1074,119,33
"53033011101",111,1239,120,33
"53033011102",111,1214,121,33
"53033011200",112,1470,122,33
"53033011300",113,2165,123,33
"53033011401",114,1047,124,33
"53033011402",114,1183,125,33
"53033011500",115,1772,126,33
"53033011600",116,2797,127,33
"53033011700",117,2071,128,33
"53033011800",118,2060,129,33
"53033011900",119,2720,130,33
"53033012000",120,1507,131,33
"53033012100",121,1244,132,33
"53033020100",201,1183,133,33
"53033020200",202,1783,134,33
"53033020300",203,1617,135,33
"53033020401",204,1156,136,33
"53033020402",204,1613,137,33
"53033020500",205,2126,138,33
"53033020600",206,1381,139,33
"53033020700",207,1075,140,33
"53033020800",208,1573,141,33
"53033020900",209,1148,142,33
"53033021000",210,1983,143,33
"53033021100",211,1400,144,33
"53033021300",213,1179,145,33
"53033021400",214,1591,146,33
"53033021500",215,1866,147,33
"53033021600",216,1712,148,33
"53033021700",217,2084,149,33
"53033021802",218,1731,150,33
"53033021803",218,1360,151,33
"53033021804",218,1293,152,33
"53033021903",219,1424,153,33
"53033021904",219,1640,154,33
"53033021905",219,1347,155,33
"53033021906",219,1186,156,33
"53033022001",220,1386,157,33
"53033022003",220,1509,158,33
"53033022005",220,960,159,33
"53033022006",220,801,160,33
"53033022101",221,1769,161,33
"53033022102",221,2250,162,33
"53033022201",222,1400,163,33
"53033022202",222,1776,164,33
"53033022203",222,2009,165,33
"53033022300",223,1270,166,33
"53033022400",224,2749,167,33
"53033022500",225,1929,168,33
"53033022603",226,1626,169,33
"53033022604",226,1723,170,33
"53033022605",226,1138,171,33
"53033022606",226,1660,172,33
"53033022701",227,570,173,33
"53033022702",227,1194,174,33
"53033022703",227,842,175,33
"53033022801",228,878,176,33
"53033022802",228,1393,177,33
"53033022803",228,781,178,33
"53033022901",229,1096,179,33
"53033022902",229,1904,180,33
"53033023000",230,1981,181,33
"53033023100",231,1489,182,33
"53033023201",232,694,183,33
"53033023202",232,451,184,33
"53033023300",233,2138,185,33
"53033023401",234,1033,186,33
"53033023403",234,1349,187,33
"53033023404",234,1040,188,33
"53033023500",235,1161,189,33
"53033023601",236,970,190,33
"53033023603",236,760,191,33
"53033023604",236,1132,192,33
"53033023700",237,1625,193,33
"53033023801",238,681,194,33
"53033023803",238,116,195,33
"53033023804",238,261,196,33
"53033023900",239,2270,197,33
"53033024000",240,2305,198,33
"53033024100",241,1785,199,33
"53033024200",242,1273,200,33
"53033024300",243,2112,201,33
"53033024400",244,613,202,33
"53033024500",245,2001,203,33
"53033024601",246,1786,204,33
"53033024602",246,1415,205,33
"53033024701",247,1082,206,33
"53033024702",247,2967,207,33
"53033024800",248,1429,208,33
"53033024901",249,1894,209,33
"53033024902",249,1425,210,33
"53033024903",249,2423,211,33
"53033025001",250,1744,212,33
"53033025003",250,2114,213,33
"53033025005",250,1337,214,33
"53033025006",250,1955,215,33
"53033025101",251,1557,216,33
"53033025102",251,2665,217,33
"53033025200",252,2550,218,33
"53033025301",253,1722,219,33
"53033025302",253,1087,220,33
"53033025400",254,1399,221,33
"53033025500",255,1358,222,33
"53033025601",256,1328,223,33
"53033025602",256,2341,224,33
"53033025701",257,866,225,33
"53033025702",257,1254,226,33
"53033025803",258,922,227,33
"53033025804",258,1317,228,33
"53033025805",258,1071,229,33
"53033025806",258,1454,230,33
"53033026001",260,2209,231,33
"53033026002",260,1634,232,33
"53033026100",261,2078,233,33
"53033026200",262,1729,234,33
"53033026300",263,949,235,33
"53033026400",264,1235,236,33
"53033026500",265,1163,237,33
"53033026600",266,910,238,33
"53033026700",267,1894,239,33
"53033026801",268,1121,240,33
"53033026802",268,1472,241,33
"53033027000",270,1191,242,33
"53033027100",271,866,243,33
"53033027200",272,959,244,33
"53033027300",273,1565,245,33
"53033027400",274,2043,246,33
"53033027500",275,1578,247,33
"53033027600",276,1030,248,33
"53033027701",277,3835,249,33
"53033027702",277,4205,250,33
"53033027800",278,1541,251,33
"53033027900",279,2222,252,33
"53033028000",280,480,253,33
"53033028100",281,511,254,33
"53033028200",282,906,255,33
"53033028300",283,1563,256,33
"53033028402",284,1303,257,33
"53033028403",284,799,258,33
"53033028500",285,1078,259,33
"53033028600",286,2440,260,33
"53033028700",287,2022,261,33
"53033028801",288,929,262,33
"53033028802",288,1124,263,33
"53033028901",289,988,264,33
"53033028902",289,812,265,33
"53033029001",290,1564,266,33
"53033029003",290,1346,267,33
"53033029004",290,566,268,33
"53033029101",291,293,269,33
"53033029102",291,1280,270,33
"53033029203",292,834,271,33
"53033029204",292,1444,272,33
"53033029205",292,57,273,33
"53033029206",292,984,274,33
"53033029303",293,1582,275,33
"53033029304",293,1603,276,33
"53033029305",293,1352,277,33
"53033029306",293,1162,278,33
"53033029307",293,1460,279,33
"53033029403",294,1405,280,33
"53033029405",294,1968,281,33
"53033029406",294,1539,282,33
"53033029407",294,887,283,33
"53033029408",294,845,284,33
"53033029502",295,2345,285,33
"53033029503",295,739,286,33
"53033029504",295,567,287,33
"53033029601",296,1793,288,33
"53033029602",296,2391,289,33
"53033029700",297,2215,290,33
"53033029801",298,1739,291,33
"53033029802",298,3070,292,33
"53033029901",299,1469,293,33
"53033029902",299,1871,294,33
"53033030003",300,2013,295,33
"53033030004",300,983,296,33
"53033030005",300,1055,297,33
"53033030006",300,529,298,33
"53033030100",301,2649,299,33
"53033030201",302,1499,300,33
"53033030202",302,1687,301,33
"53033030304",303,1354,302,33
"53033030305",303,1387,303,33
"53033030306",303,1940,304,33
"53033030308",303,1298,305,33
"53033030309",303,745,306,33
"53033030310",303,1725,307,33
"53033030311",303,1523,308,33
"53033030312",303,1222,309,33
"53033030313",303,447,310,33
"53033030314",303,588,311,33
"53033030401",304,3519,312,33
"53033030403",304,1404,313,33
"53033030404",304,2231,314,33
"53033030501",305,1002,315,33
"53033030503",305,1085,316,33
"53033030504",305,801,317,33
"53033030600",306,1765,318,33
"53033030700",307,964,319,33
"53033030801",308,501,320,33
"53033030802",308,961,321,33
"53033030901",309,1405,322,33
"53033030902",309,1619,323,33
"53033031000",310,1579,324,33
"53033031100",311,1432,325,33
"53033031202",312,2575,326,33
"53033031204",312,2732,327,33
"53033031205",312,1814,328,33
"53033031206",312,1048,329,33
"53033031301",313,1221,330,33
"53033031302",313,1320,331,33
"53033031400",314,2350,332,33
"53033031501",315,2299,333,33
"53033031502",315,3666,334,33
"53033031601",316,2054,335,33
"53033031603",316,2703,336,33
"53033031604",316,1905,337,33
"53033031605",316,1561,338,33
"53033031703",317,2385,339,33
"53033031704",317,1578,340,33
"53033031705",317,1478,341,33
"53033031706",317,2209,342,33
"53033031800",318,2119,343,33
"53033031903",319,2803,344,33
"53033031904",319,1633,345,33
"53033031906",319,1682,346,33
"53033031907",319,2326,347,33
"53033031908",319,704,348,33
"53033031909",319,932,349,33
"53033032002",320,1545,350,33
"53033032003",320,2595,351,33
"53033032005",320,2488,352,33
"53033032006",320,1839,353,33
"53033032007",320,1289,354,33
"53033032008",320,1688,355,33
"53033032010",320,1975,356,33
"53033032011",320,1602,357,33
"53033032102",321,2345,358,33
"53033032103",321,1403,359,33
"53033032104",321,1924,360,33
"53033032203",322,2856,361,33
"53033032207",322,1360,362,33
"53033032208",322,1566,363,33
"53033032210",322,4079,364,33
"53033032211",322,1418,365,33
"53033032212",322,2009,366,33
"53033032213",322,1449,367,33
"53033032214",322,2073,368,33
"53033032215",322,1842,369,33
"53033032307",323,2441,370,33
"53033032309",323,752,371,33
"53033032311",323,2316,372,33
"53033032313",323,1091,373,33
"53033032315",323,2501,374,33
"53033032316",323,2225,375,33
"53033032317",323,2096,376,33
"53033032318",323,1989,377,33
"53033032319",323,1157,378,33
"53033032320",323,1655,379,33
"53033032321",323,2433,380,33
"53033032322",323,1232,381,33
"53033032323",323,1735,382,33
"53033032324",323,1371,383,33
"53033032325",323,869,384,33
"53033032326",323,1300,385,33
"53033032327",323,2331,386,33
"53033032328",323,1230,387,33
"53033032329",323,2488,388,33
"53033032401",324,2758,389,33
"53033032402",324,2528,390,33
"53033032500",325,2939,391,33
"53033032601",326,1392,392,33
"53033032602",326,4549,393,33
"53033032702",327,3558,394,33
"53033032703",327,1066,395,33
"53033032704",327,2628,396,33
"53033032800",328,3747,397,33
"53033990100",9901,77,398,33
"53035080101",801,1050,399,35
"53035080102",801,1401,400,35
"53035080200",802,1284,401,35
"53035080300",803,929,402,35
"53035080400",804,1779,403,35
"53035080500",805,1199,404,35
"53035080600",806,2155,405,35
"53035080700",807,1707,406,35
"53035080800",808,5,407,35
"53035080900",809,2196,408,35
"53035081000",810,1719,409,35
"53035081100",811,1338,410,35
"53035081200",812,1281,411,35
"53035081400",814,19,412,35
"53035090101",901,3933,413,35
"53035090102",901,3696,414,35
"53035090201",902,2508,415,35
"53035090202",902,2910,416,35
"53035090300",903,32,417,35
"53035090400",904,2165,418,35
"53035090501",905,1689,419,35
"53035090502",905,2069,420,35
"53035090700",907,2873,421,35
"53035090800",908,2450,422,35
"53035090900",909,2661,423,35
"53035091000",910,3959,424,35
"53035091100",911,2787,425,35
"53035091201",912,1627,426,35
"53035091203",912,1962,427,35
"53035091204",912,1191,428,35
"53035091301",913,2526,429,35
"53035091302",913,2921,430,35
"53035091400",914,1753,431,35
"53035091500",915,1638,432,35
"53035091600",916,1780,433,35
"53035091700",917,3162,434,35
"53035091800",918,1599,435,35
"53035091900",919,1748,436,35
"53035092000",920,4612,437,35
"53035092100",921,4920,438,35
"53035092200",922,2589,439,35
"53035092300",923,2516,440,35
"53035092400",924,1936,441,35
"53035092500",925,2857,442,35
"53035092600",926,3778,443,35
"53035092701",927,2484,444,35
"53035092704",927,2025,445,35
"53035092801",928,2010,446,35
"53035092802",928,2165,447,35
"53035092803",928,1543,448,35
"53035092901",929,3553,449,35
"53035092902",929,2741,450,35
"53035940000",9400,2332,451,35
"53035940100",9401,3311,452,35
"53035990100",9901,84,453,35
"53053060200",602,1077,454,53
"53053060300",603,1831,455,53
"53053060400",604,1868,456,53
"53053060500",605,1822,457,53
"53053060600",606,1706,458,53
"53053060700",607,2051,459,53
"53053060800",608,2317,460,53
"53053060903",609,1095,461,53
"53053060904",609,1463,462,53
"53053060905",609,1666,463,53
"53053060906",609,840,464,53
"53053061001",610,1357,465,53
"53053061002",610,993,466,53
"53053061100",611,2366,467,53
"53053061200",612,1963,468,53
"53053061300",613,1675,469,53
"53053061400",614,726,470,53
"53053061500",615,646,471,53
"53053061601",616,381,472,53
"53053061602",616,521,473,53
"53053061700",617,1868,474,53
"53053061800",618,994,475,53
"53053061900",619,650,476,53
"53053062000",620,1503,477,53
"53053062300",623,1992,478,53
"53053062400",624,2176,479,53
"53053062500",625,2815,480,53
"53053062600",626,1906,481,53
"53053062801",628,1139,482,53
"53053062802",628,1550,483,53
"53053062900",629,2299,484,53
"53053063000",630,1049,485,53
"53053063100",631,1735,486,53
"53053063200",632,2042,487,53
"53053063300",633,2442,488,53
"53053063400",634,2635,489,53
"53053063501",635,1359,490,53
"53053063502",635,1591,491,53
"53053070100",701,2763,492,53
"53053070203",702,3141,493,53
"53053070204",702,1520,494,53
"53053070205",702,1390,495,53
"53053070206",702,2320,496,53
"53053070207",702,2237,497,53
"53053070307",703,2066,498,53
"53053070308",703,1423,499,53
"53053070309",703,2468,500,53
"53053070310",703,1938,501,53
"53053070311",703,1681,502,53
"53053070312",703,2358,503,53
"53053070313",703,2517,504,53
"53053070314",703,1365,505,53
"53053070315",703,2185,506,53
"53053070316",703,530,507,53
"53053070401",704,828,508,53
"53053070403",704,1549,509,53
"53053070404",704,1922,510,53
"53053070703",707,1902,511,53
"53053071100",711,914,512,53
"53053071205",712,1713,513,53
"53053071206",712,2014,514,53
"53053071207",712,1235,515,53
"53053071208",712,1849,516,53
"53053071209",712,1465,517,53
"53053071210",712,2058,518,53
"53053071304",713,1722,519,53
"53053071305",713,1525,520,53
"53053071306",713,2450,521,53
"53053071307",713,1592,522,53
"53053071309",713,1451,523,53
"53053071310",713,2165,524,53
"53053071403",714,1499,525,53
"53053071406",714,3055,526,53
"53053071407",714,2428,527,53
"53053071408",714,1198,528,53
"53053071409",714,1538,529,53
"53053071410",714,2528,530,53
"53053071411",714,2119,531,53
"53053071503",715,1643,532,53
"53053071504",715,1600,533,53
"53053071505",715,1832,534,53
"53053071506",715,1846,535,53
"53053071601",716,1213,536,53
"53053071602",716,1688,537,53
"53053071703",717,152,538,53
"53053071704",717,274,539,53
"53053071705",717,1289,540,53
"53053071706",717,515,541,53
"53053071707",717,1009,542,53
"53053071803",718,1126,543,53
"53053071805",718,725,544,53
"53053071806",718,359,545,53
"53053071807",718,780,546,53
"53053071808",718,518,547,53
"53053071901",719,1818,548,53
"53053071902",719,2293,549,53
"53053072000",720,886,550,53
"53053072105",721,1607,551,53
"53053072106",721,1347,552,53
"53053072107",721,1794,553,53
"53053072108",721,1895,554,53
"53053072109",721,1756,555,53
"53053072111",721,993,556,53
"53053072112",721,1407,557,53
"53053072305",723,2127,558,53
"53053072307",723,1153,559,53
"53053072308",723,2191,560,53
"53053072309",723,1846,561,53
"53053072310",723,1171,562,53
"53053072311",723,956,563,53
"53053072312",723,1182,564,53
"53053072313",723,1450,565,53
"53053072405",724,2108,566,53
"53053072406",724,2640,567,53
"53053072407",724,1528,568,53
"53053072408",724,2307,569,53
"53053072409",724,1203,570,53
"53053072410",724,1954,571,53
"53053072503",725,2146,572,53
"53053072504",725,1978,573,53
"53053072505",725,3670,574,53
"53053072506",725,1917,575,53
"53053072507",725,1544,576,53
"53053072601",726,3093,577,53
"53053072602",726,3497,578,53
"53053072603",726,7495,579,53
"53053072800",728,2858,580,53
"53053072901",729,4,581,53
"53053072903",729,64,582,53
"53053072905",729,2,583,53
"53053072906",729,15,584,53
"53053072907",729,2,585,53
"53053073001",730,2951,586,53
"53053073005",730,2383,587,53
"53053073006",730,2825,588,53
"53053073108",731,2964,589,53
"53053073110",731,1402,590,53
"53053073111",731,1453,591,53
"53053073113",731,2335,592,53
"53053073114",731,1912,593,53
"53053073115",731,1554,594,53
"53053073116",731,1674,595,53
"53053073117",731,1822,596,53
"53053073118",731,2011,597,53
"53053073119",731,2139,598,53
"53053073120",731,1465,599,53
"53053073121",731,1741,600,53
"53053073122",731,1713,601,53
"53053073123",731,1692,602,53
"53053073124",731,1005,603,53
"53053073125",731,3195,604,53
"53053073126",731,911,605,53
"53053073200",732,5093,606,53
"53053073301",733,2053,607,53
"53053073302",733,1638,608,53
"53053073404",734,2389,609,53
"53053073405",734,776,610,53
"53053073406",734,1448,611,53
"53053073407",734,1359,612,53
"53053073408",734,1580,613,53
"53053073500",735,3237,614,53
"53053940001",9400,1359,615,53
"53053940002",9400,1918,616,53
"53053940003",9400,1740,617,53
"53053940004",9400,2869,618,53
"53053940005",9400,2238,619,53
"53053940006",9400,744,620,53
"53053940007",9400,1446,621,53
"53053940008",9400,1671,622,53
"53053940009",9400,1185,623,53
"53053940010",9400,1045,624,53
"53053940011",9400,1793,625,53
"53061040100",401,1671,626,61
"53061040200",402,954,627,61
"53061040300",403,1178,628,61
"53061040400",404,1179,629,61
"53061040500",405,1106,630,61
"53061040700",407,1384,631,61
"53061040800",408,982,632,61
"53061040900",409,1141,633,61
"53061041000",410,1941,634,61
"53061041100",411,1513,635,61
"53061041201",412,1094,636,61
"53061041202",412,1478,637,61
"53061041301",413,2116,638,61
"53061041303",413,1122,639,61
"53061041304",413,1203,640,61
"53061041400",414,1997,641,61
"53061041500",415,692,642,61
"53061041601",416,2060,643,61
"53061041605",416,1700,644,61
"53061041606",416,1498,645,61
"53061041607",416,1291,646,61
"53061041608",416,2464,647,61
"53061041701",417,1341,648,61
"53061041703",417,1886,649,61
"53061041704",417,1179,650,61
"53061041805",418,1562,651,61
"53061041806",418,1397,652,61
"53061041808",418,572,653,61
"53061041809",418,467,654,61
"53061041810",418,267,655,61
"53061041811",418,1926,656,61
"53061041812",418,887,657,61
"53061041901",419,1559,658,61
"53061041903",419,606,659,61
"53061041904",419,585,660,61
"53061041905",419,994,661,61
"53061042001",420,1995,662,61
"53061042003",420,1259,663,61
"53061042004",420,1457,664,61
"53061042005",420,2192,665,61
"53061042006",420,638,666,61
"53061050101",501,1067,667,61
"53061050102",501,1049,668,61
"53061050200",502,1919,669,61
"53061050300",503,2204,670,61
"53061050401",504,2231,671,61
"53061050402",504,1763,672,61
"53061050500",505,2126,673,61
"53061050600",506,563,674,61
"53061050700",507,1838,675,61
"53061050800",508,2233,676,61
"53061050900",509,868,677,61
"53061051000",510,1071,678,61
"53061051100",511,1470,679,61
"53061051200",512,1309,680,61
"53061051300",513,1798,681,61
"53061051400",514,1338,682,61
"53061051500",515,1422,683,61
"53061051601",516,1373,684,61
"53061051602",516,1333,685,61
"53061051701",517,1182,686,61
"53061051702",517,1279,687,61
"53061051802",518,1701,688,61
"53061051803",518,393,689,61
"53061051804",518,1146,690,61
"53061051905",519,2561,691,61
"53061051912",519,1139,692,61
"53061051913",519,1703,693,61
"53061051914",519,1626,694,61
"53061051915",519,2695,695,61
"53061051916",519,1519,696,61
"53061051917",519,1586,697,61
"53061051918",519,1481,698,61
"53061051921",519,1029,699,61
"53061051922",519,1702,700,61
"53061051923",519,1611,701,61
"53061051924",519,1349,702,61
"53061051925",519,2374,703,61
"53061051926",519,1884,704,61
"53061051927",519,1991,705,61
"53061051928",519,922,706,61
"53061052003",520,3122,707,61
"53061052004",520,2005,708,61
"53061052005",520,1455,709,61
"53061052006",520,1427,710,61
"53061052007",520,1703,711,61
"53061052104",521,2807,712,61
"53061052105",521,1293,713,61
"53061052107",521,2037,714,61
"53061052108",521,2453,715,61
"53061052112",521,1156,716,61
"53061052113",521,1325,717,61
"53061052114",521,1686,718,61
"53061052115",521,2261,719,61
"53061052118",521,2319,720,61
"53061052203",522,2162,721,61
"53061052204",522,1848,722,61
"53061052206",522,2184,723,61
"53061052207",522,2379,724,61
"53061052208",522,1057,725,61
"53061052209",522,838,726,61
"53061052301",523,2067,727,61
"53061052302",523,1816,728,61
"53061052401",524,1452,729,61
"53061052402",524,1339,730,61
"53061052502",525,2110,731,61
"53061052503",525,2662,732,61
"53061052504",525,1169,733,61
"53061052603",526,980,734,61
"53061052604",526,1542,735,61
"53061052605",526,2146,736,61
"53061052606",526,1945,737,61
"53061052607",526,2273,738,61
"53061052701",527,810,739,61
"53061052705",527,3134,740,61
"53061052706",527,1970,741,61
"53061052707",527,1545,742,61
"53061052708",527,1776,743,61
"53061052709",527,1326,744,61
"53061052803",528,2441,745,61
"53061052804",528,2600,746,61
"53061052805",528,1567,747,61
"53061052806",528,2323,748,61
"53061052903",529,1317,749,61
"53061052904",529,1612,750,61
"53061052905",529,844,751,61
"53061052906",529,1510,752,61
"53061053101",531,1315,753,61
"53061053102",531,1980,754,61
"53061053201",532,2095,755,61
"53061053202",532,2456,756,61
"53061053301",533,2749,757,61
"53061053302",533,3050,758,61
"53061053400",534,2891,759,61
"53061053504",535,1947,760,61
"53061053505",535,2714,761,61
"53061053506",535,3536,762,61
"53061053507",535,1858,763,61
"53061053508",535,1506,764,61
"53061053509",535,1187,765,61
"53061053602",536,4302,766,61
"53061053603",536,1996,767,61
"53061053604",536,1806,768,61
"53061053700",537,3404,769,61
"53061053801",538,5167,770,61
"53061053802",538,2403,771,61
"53061053803",538,2889,772,61
"53061940001",9400,2705,773,61
"53061940002",9400,1847,774,61
"53061990002",9900,214,775,61
"53061990100",9901,10,776,61
