tractcity_id,HH1_2_2020,HH3plus_2020,Jobs_2020,HH1_2_2030,HH3plus_2030,Jobs_2030,HH1_2_2040,HH3plus_2040,Jobs_2040
198,0,0,0,0,0,0,208,174,253
200,0,0,0,0,0,0,2781,839,5312
203,0,0,0,0,0,0,2812,1128,2963
228,0,0,0,0,0,0,1398,880,370
232,0,0,0,0,0,0,2093,906,409
239,0,0,0,0,0,0,0,0,439
270,0,0,0,0,0,0,18,4,487
272,0,0,0,0,0,0,581,563,581
278,0,0,0,0,0,0,2024,857,2480
281,0,0,0,0,0,0,781,627,204
283,0,0,0,0,0,0,1919,838,1486
284,0,0,0,0,0,0,1561,622,2944
285,0,0,0,0,0,0,1253,996,1449
286,0,0,0,0,0,0,2656,570,15268
287,0,0,0,0,0,0,956,629,8791
293,0,0,0,0,0,0,931,550,515
294,0,0,0,0,0,0,2654,551,12532
295,0,0,0,0,0,0,1795,794,2513
296,0,0,0,0,0,0,1721,834,1069
297,0,0,0,0,0,0,7975,1119,43259
301,0,0,0,0,0,0,1367,349,8899
302,0,0,0,0,0,0,5016,1282,16583
303,0,0,0,0,0,0,6768,1156,61710
305,0,0,0,0,0,0,1722,999,668
309,0,0,0,0,0,0,2332,1059,5267
342,0,0,0,0,0,0,874,626,612
343,0,0,0,0,0,0,504,465,0
348,0,0,0,0,0,0,1727,895,12542
349,0,0,0,0,0,0,933,870,604
350,0,0,0,0,0,0,671,668,172
351,0,0,0,0,0,0,1035,1274,495
353,0,0,0,0,0,0,411,398,0
355,0,0,0,0,0,0,888,957,716
363,0,0,0,0,0,0,178,242,102
408,0,0,0,0,0,0,4432,933,29147
411,0,0,0,0,0,0,396,361,13015
413,0,0,0,0,0,0,841,244,845
416,0,0,0,0,0,0,0,0,368
427,0,0,0,0,0,0,1149,652,462
429,0,0,0,0,0,0,810,612,228
431,0,0,0,0,0,0,1150,472,522
433,0,0,0,0,0,0,57,44,286
434,0,0,0,0,0,0,830,491,10287
437,0,0,0,0,0,0,1026,455,615
438,0,0,0,0,0,0,1337,902,3040
440,0,0,0,0,0,0,1381,697,1619
441,0,0,0,0,0,0,1319,568,779
444,0,0,0,0,0,0,931,451,195
446,0,0,0,0,0,0,4301,1007,9339
448,0,0,0,0,0,0,1588,411,2193
451,0,0,0,0,0,0,133,37,485
453,0,0,0,0,0,0,1529,786,1369
457,0,0,0,0,0,0,558,341,14613
458,0,0,0,0,0,0,20,9,760
461,0,0,0,0,0,0,1214,709,1238
464,0,0,0,0,0,0,121,52,217
541,0,0,0,0,0,0,2122,1143,338
543,0,0,0,0,0,0,1099,855,564
544,0,0,0,0,0,0,4039,649,0
546,0,0,0,0,0,0,1821,1191,519
547,0,0,0,0,0,0,1311,877,542
548,0,0,0,0,0,0,2242,923,3294
549,0,0,0,0,0,0,884,741,4041
553,0,0,0,0,0,0,1407,765,466
554,0,0,0,0,0,0,931,952,250
557,0,0,0,0,0,0,1160,1061,580
558,0,0,0,0,0,0,1726,702,2268
559,0,0,0,0,0,0,1276,1058,1074
560,0,0,0,0,0,0,850,760,733
561,0,0,0,0,0,0,1147,789,612
563,0,0,0,0,0,0,3478,460,15040
564,0,0,0,0,0,0,2275,415,5433
567,0,0,0,0,0,0,488,598,7341
570,0,0,0,0,0,0,129,256,254
597,0,0,0,0,0,0,181,91,0
600,0,0,0,0,0,0,1303,594,0
826,0,0,0,0,0,0,2837,697,15438
828,0,0,0,0,0,0,3549,925,4677
829,0,0,0,0,0,0,1293,455,3061
830,0,0,0,0,0,0,2817,944,2073
831,0,0,0,0,0,0,619,414,3179
833,0,0,0,0,0,0,9168,1459,22024
835,0,0,0,0,0,0,4787,741,16137
836,0,0,0,0,0,0,546,783,447
837,0,0,0,0,0,0,3228,1187,6609
838,0,0,0,0,0,0,2221,1012,3287
839,0,0,0,0,0,0,557,702,238
840,0,0,0,0,0,0,3081,1032,3392
843,0,0,0,0,0,0,695,1110,3792
844,0,0,0,0,0,0,642,519,0
847,0,0,0,0,0,0,1361,1129,2586
848,0,0,0,0,0,0,188,660,667
850,0,0,0,0,0,0,266,372,420
852,0,0,0,0,0,0,641,400,868
854,0,0,0,0,0,0,645,340,514
861,0,0,0,0,0,0,1101,468,2230
865,0,0,0,0,0,0,1215,233,0
867,0,0,0,0,0,0,3564,964,8642
868,0,0,0,0,0,0,1338,1178,2556
870,0,0,0,0,0,0,381,262,52
879,0,0,0,0,0,0,0,0,6061
882,0,0,0,0,0,0,1989,1116,2491
884,0,0,0,0,0,0,3140,872,2403
885,0,0,0,0,0,0,2452,1020,1056
906,0,0,0,0,0,0,2554,823,3853
907,0,0,0,0,0,0,2757,985,3847
919,0,0,0,0,0,0,1804,478,2159
994,0,0,0,0,0,0,1120,597,97
997,0,0,0,0,0,0,1992,905,1139
1004,0,0,0,0,0,0,3,4,2424
1009,0,0,0,0,0,0,3,1,0
1136,0,0,0,0,0,0,2826,897,0
1144,0,0,0,0,0,0,1012,1095,0
1172,0,0,0,0,0,0,0,0,35
1177,0,0,0,0,0,0,1,2,20
1178,0,0,0,0,0,0,75,12,80
1221,0,0,0,0,0,0,5,4,25
1240,0,0,0,0,0,0,906,446,668
1245,0,0,0,0,0,0,1023,340,140
1256,0,0,0,0,0,0,801,394,270
1262,0,0,0,0,0,0,176,92,85
1264,0,0,0,0,0,0,75,24,0
1267,0,0,0,0,0,0,1137,618,530
1268,0,0,0,0,0,0,991,572,0
1270,0,0,0,0,0,0,1790,611,0
1272,0,0,0,0,0,0,43,48,47
1273,0,0,0,0,0,0,1262,354,0
1274,0,0,0,0,0,0,1,0,0
1275,0,0,0,0,0,0,889,438,185
1276,0,0,0,0,0,0,500,59,0
1277,0,0,0,0,0,0,554,404,263
1278,0,0,0,0,0,0,268,191,65
1279,0,0,0,0,0,0,1135,756,0
1280,0,0,0,0,0,0,121,69,314
1281,0,0,0,0,0,0,4,1,104
1283,0,0,0,0,0,0,551,317,0
1284,0,0,0,0,0,0,944,448,422
1285,0,0,0,0,0,0,171,247,193
1288,0,0,0,0,0,0,226,116,77
1292,0,0,0,0,0,0,322,213,267
1293,0,0,0,0,0,0,256,264,144
1299,0,0,0,0,0,0,640,325,652
1305,0,0,0,0,0,0,326,157,88
1309,0,0,0,0,0,0,0,2,0
1314,0,0,0,0,0,0,1082,470,493
1317,0,0,0,0,0,0,586,219,229
1318,0,0,0,0,0,0,844,362,817
1322,0,0,0,0,0,0,2093,857,953
1329,0,0,0,0,0,0,1979,804,1667
1332,0,0,0,0,0,0,644,235,2004
1335,0,0,0,0,0,0,1631,779,1053
1337,0,0,0,0,0,0,1222,679,1233
1342,0,0,0,0,0,0,195,80,179
1343,0,0,0,0,0,0,2324,1126,5754
1344,0,0,0,0,0,0,786,575,299
1345,0,0,0,0,0,0,714,317,119
1346,0,0,0,0,0,0,1137,502,1268
1349,0,0,0,0,0,0,2034,915,1107
1351,0,0,0,0,0,0,992,728,842
1353,0,0,0,0,0,0,1548,574,2423
1354,0,0,0,0,0,0,1277,433,2547
1357,0,0,0,0,0,0,1327,677,244
1361,0,0,0,0,0,0,20,12,240
1365,0,0,0,0,0,0,439,165,153
1368,0,0,0,0,0,0,1120,427,323
1370,0,0,0,0,0,0,981,432,1150
1374,0,0,0,0,0,0,471,171,373
1375,0,0,0,0,0,0,806,302,912
1377,0,0,0,0,0,0,153,71,211
1395,0,0,0,0,0,0,34,14,7
1407,0,0,0,0,0,0,0,37,4
1408,0,0,0,0,0,0,12,2,41
1415,0,0,0,0,0,0,579,263,76
1424,0,0,0,0,0,0,0,4,7
1441,0,0,0,0,0,0,1196,564,562
1443,0,0,0,0,0,0,1050,601,621
1446,0,0,0,0,0,0,562,267,661
1447,0,0,0,0,0,0,431,182,266
1451,0,0,0,0,0,0,71,28,269
1454,0,0,0,0,0,0,652,361,349
1462,0,0,0,0,0,0,962,462,652
1463,0,0,0,0,0,0,66,38,455
1466,0,0,0,0,0,0,765,388,446
1471,0,0,0,0,0,0,1001,393,294
1479,0,0,0,0,0,0,1633,743,781
1481,0,0,0,0,0,0,1245,643,862
1484,0,0,0,0,0,0,1654,908,1514
1510,0,0,0,0,0,0,1564,674,790
1513,0,0,0,0,0,0,1598,722,602
1514,0,0,0,0,0,0,1394,569,784
1517,0,0,0,0,0,0,1034,517,404
1518,0,0,0,0,0,0,1057,570,561
1519,0,0,0,0,0,0,819,438,614
1520,0,0,0,0,0,0,2986,869,353
1521,0,0,0,0,0,0,1140,743,378
1523,0,0,0,0,0,0,896,572,417
1524,0,0,0,0,0,0,1071,566,367
1525,0,0,0,0,0,0,1099,503,820
1526,0,0,0,0,0,0,1215,634,592
1527,0,0,0,0,0,0,1103,460,789
1528,0,0,0,0,0,0,1013,566,1315
1529,0,0,0,0,0,0,1139,670,2565
1530,0,0,0,0,0,0,1461,606,2044
1532,0,0,0,0,0,0,2186,1096,638
1533,0,0,0,0,0,0,384,180,583
1536,0,0,0,0,0,0,0,1329,23
1537,0,0,0,0,0,0,547,600,426
1539,0,0,0,0,0,0,1574,510,749
1542,0,0,0,0,0,0,0,14,0
1543,0,0,0,0,0,0,4,5,83
1558,0,0,0,0,0,0,203,76,110
1696,0,0,0,0,0,0,652,326,232
1700,0,0,0,0,0,0,636,252,13431
1703,0,0,0,0,0,0,738,655,441
1710,0,0,0,0,0,0,1804,885,1386
1722,0,0,0,0,0,0,241,74,1803
1726,0,0,0,0,0,0,417,97,1095
1732,0,0,0,0,0,0,4,1,2
1697,0,0,0,0,0,0,0,1707,14000
1015,0,0,0,0,0,0,0,948,1000
1134,0,0,0,0,0,0,0,854,516
1047,0,0,0,0,0,0,0,615,472
1131,0,0,0,0,0,0,0,810,462
1123,0,0,0,0,0,0,0,573,379
1013,0,0,0,0,0,0,0,455,594
1143,0,0,0,0,0,0,0,833,341
1034,0,0,0,0,0,0,0,692,328
1045,0,0,0,0,0,0,0,795,321
